case_id,image_name,error_type,gt_class,gt_size_bucket,pred_class,confidence,box_area_ratio,near_edge,duplicate_of_tp,case_image_path
RT_AL_02_14488023_001,RT_AL_02_14488023.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488023_001.jpg
RT_AL_02_14488023_002,RT_AL_02_14488023.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488023_002.jpg
RT_AL_02_14488048_001,RT_AL_02_14488048.jpg,localization_error,porosity,Small,porosity,0.509084,0.00033177,False,False,errors/EXP-P1-DET-006/localization_error/RT_AL_02_14488048_001.jpg
RT_AL_02_14488048_002,RT_AL_02_14488048.jpg,localization_error,porosity,Small,porosity,0.289540,0.00114246,True,False,errors/EXP-P1-DET-006/localization_error/RT_AL_02_14488048_002.jpg
RT_AL_02_14488048_003,RT_AL_02_14488048.jpg,false_positive,,,porosity,0.383672,0.00135416,False,True,errors/EXP-P1-DET-006/false_positive/RT_AL_02_14488048_003.jpg
RT_AL_02_14488048_004,RT_AL_02_14488048.jpg,false_negative,porosity,Small,,,,True,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488048_004.jpg
RT_AL_02_14488048_005,RT_AL_02_14488048.jpg,false_negative,porosity,Small,,,,True,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488048_005.jpg
RT_AL_02_14488048_006,RT_AL_02_14488048.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488048_006.jpg
RT_AL_02_14488068_001,RT_AL_02_14488068.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488068_001.jpg
RT_AL_02_14488068_002,RT_AL_02_14488068.jpg,false_negative,porosity,Small,,,,True,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488068_002.jpg
RT_AL_02_14488068_003,RT_AL_02_14488068.jpg,false_negative,porosity,Small,,,,True,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488068_003.jpg
RT_AL_02_14488068_004,RT_AL_02_14488068.jpg,false_negative,porosity,Small,,,,True,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488068_004.jpg
RT_AL_02_14488328_001,RT_AL_02_14488328.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488328_001.jpg
RT_AL_02_14488328_002,RT_AL_02_14488328.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488328_002.jpg
RT_AL_02_14488422_001,RT_AL_02_14488422.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488422_001.jpg
RT_AL_02_14488422_002,RT_AL_02_14488422.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488422_002.jpg
RT_AL_02_14488422_003,RT_AL_02_14488422.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488422_003.jpg
RT_AL_02_14488432_001,RT_AL_02_14488432.jpg,false_positive,,,slag_inclusion,0.554095,0.01960711,False,False,errors/EXP-P1-DET-006/false_positive/RT_AL_02_14488432_001.jpg
RT_AL_02_14488432_002,RT_AL_02_14488432.jpg,false_positive,,,slag_inclusion,0.293723,0.01726532,False,False,errors/EXP-P1-DET-006/false_positive/RT_AL_02_14488432_002.jpg
RT_AL_02_14488432_003,RT_AL_02_14488432.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488432_003.jpg
RT_AL_02_14488432_004,RT_AL_02_14488432.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488432_004.jpg
RT_AL_02_14488506_001,RT_AL_02_14488506.jpg,false_positive,,,porosity,0.586368,0.00184876,False,False,errors/EXP-P1-DET-006/false_positive/RT_AL_02_14488506_001.jpg
RT_AL_02_14488506_002,RT_AL_02_14488506.jpg,false_positive,,,porosity,0.322326,0.00127131,False,False,errors/EXP-P1-DET-006/false_positive/RT_AL_02_14488506_002.jpg
RT_AL_02_14488506_003,RT_AL_02_14488506.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488506_003.jpg
RT_AL_02_14488506_004,RT_AL_02_14488506.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488506_004.jpg
RT_AL_02_14488506_005,RT_AL_02_14488506.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488506_005.jpg
RT_AL_02_14488506_006,RT_AL_02_14488506.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488506_006.jpg
RT_AL_02_14488600_001,RT_AL_02_14488600.jpg,false_positive,,,porosity,0.410968,0.00066968,False,True,errors/EXP-P1-DET-006/false_positive/RT_AL_02_14488600_001.jpg
RT_AL_02_14488600_002,RT_AL_02_14488600.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488600_002.jpg
RT_AL_02_14488625_001,RT_AL_02_14488625.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488625_001.jpg
RT_AL_02_14488625_002,RT_AL_02_14488625.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488625_002.jpg
RT_AL_02_14488661_001,RT_AL_02_14488661.jpg,localization_error,porosity,Medium,porosity,0.379941,0.00448093,False,False,errors/EXP-P1-DET-006/localization_error/RT_AL_02_14488661_001.jpg
RT_AL_02_14488661_002,RT_AL_02_14488661.jpg,false_negative,porosity,Medium,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488661_002.jpg
RT_AL_02_14488733_001,RT_AL_02_14488733.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488733_001.jpg
RT_AL_02_14488733_002,RT_AL_02_14488733.jpg,false_negative,porosity,Small,,,,True,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488733_002.jpg
RT_AL_02_14488967_001,RT_AL_02_14488967.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488967_001.jpg
RT_AL_02_14488967_002,RT_AL_02_14488967.jpg,false_negative,porosity,Medium,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14488967_002.jpg
RT_AL_02_14489201_001,RT_AL_02_14489201.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489201_001.jpg
RT_AL_02_14489201_002,RT_AL_02_14489201.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489201_002.jpg
RT_AL_02_14489201_003,RT_AL_02_14489201.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489201_003.jpg
RT_AL_02_14489201_004,RT_AL_02_14489201.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489201_004.jpg
RT_AL_02_14489201_005,RT_AL_02_14489201.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489201_005.jpg
RT_AL_02_14489201_006,RT_AL_02_14489201.jpg,false_negative,porosity,Small,,,,True,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489201_006.jpg
RT_AL_02_14489201_007,RT_AL_02_14489201.jpg,false_negative,porosity,Small,,,,True,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489201_007.jpg
RT_AL_02_14489269_001,RT_AL_02_14489269.jpg,false_positive,,,porosity,0.500481,0.00075055,True,False,errors/EXP-P1-DET-006/false_positive/RT_AL_02_14489269_001.jpg
RT_AL_02_14489420_001,RT_AL_02_14489420.jpg,localization_error,porosity,Medium,porosity,0.254648,0.00505773,False,False,errors/EXP-P1-DET-006/localization_error/RT_AL_02_14489420_001.jpg
RT_AL_02_14489420_002,RT_AL_02_14489420.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489420_002.jpg
RT_AL_02_14489481_001,RT_AL_02_14489481.jpg,false_positive,,,porosity,0.260005,0.00087737,False,False,errors/EXP-P1-DET-006/false_positive/RT_AL_02_14489481_001.jpg
RT_AL_02_14489481_002,RT_AL_02_14489481.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489481_002.jpg
RT_AL_02_14489518_001,RT_AL_02_14489518.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489518_001.jpg
RT_AL_02_14489518_002,RT_AL_02_14489518.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489518_002.jpg
RT_AL_02_14489687_001,RT_AL_02_14489687.jpg,false_positive,,,slag_inclusion,0.507999,0.02816584,True,False,errors/EXP-P1-DET-006/false_positive/RT_AL_02_14489687_001.jpg
RT_AL_02_14489687_002,RT_AL_02_14489687.jpg,false_positive,,,slag_inclusion,0.469987,0.02301275,True,False,errors/EXP-P1-DET-006/false_positive/RT_AL_02_14489687_002.jpg
RT_AL_02_14489687_003,RT_AL_02_14489687.jpg,false_positive,,,porosity,0.309215,0.00094384,False,False,errors/EXP-P1-DET-006/false_positive/RT_AL_02_14489687_003.jpg
RT_AL_02_14489687_004,RT_AL_02_14489687.jpg,false_negative,porosity,Small,,,,True,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489687_004.jpg
RT_AL_02_14489691_001,RT_AL_02_14489691.jpg,false_negative,porosity,Medium,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489691_001.jpg
RT_AL_02_14489691_002,RT_AL_02_14489691.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489691_002.jpg
RT_AL_02_14489744_001,RT_AL_02_14489744.jpg,localization_error,porosity,Small,porosity,0.333316,0.00521884,False,False,errors/EXP-P1-DET-006/localization_error/RT_AL_02_14489744_001.jpg
RT_AL_02_14489744_002,RT_AL_02_14489744.jpg,false_positive,,,porosity,0.330259,0.01223606,True,True,errors/EXP-P1-DET-006/false_positive/RT_AL_02_14489744_002.jpg
RT_AL_02_14489744_003,RT_AL_02_14489744.jpg,false_positive,,,slag_inclusion,0.256304,0.00996469,True,False,errors/EXP-P1-DET-006/false_positive/RT_AL_02_14489744_003.jpg
RT_AL_02_14489744_004,RT_AL_02_14489744.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489744_004.jpg
RT_AL_02_14489744_005,RT_AL_02_14489744.jpg,false_negative,porosity,Medium,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489744_005.jpg
RT_AL_02_14489744_006,RT_AL_02_14489744.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14489744_006.jpg
RT_AL_02_14490164_001,RT_AL_02_14490164.jpg,false_negative,porosity,Medium,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14490164_001.jpg
RT_AL_02_14490269_001,RT_AL_02_14490269.jpg,false_negative,porosity,Small,,,,True,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14490269_001.jpg
RT_AL_02_14490269_002,RT_AL_02_14490269.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_02_14490269_002.jpg
RT_AL_05_14488639_001,RT_AL_05_14488639.jpg,wrong_class,slag_inclusion,Small,porosity,0.370936,0.00062673,False,False,errors/EXP-P1-DET-006/wrong_class/RT_AL_05_14488639_001.jpg
RT_AL_05_14488639_002,RT_AL_05_14488639.jpg,false_positive,,,porosity,0.276189,0.00076181,False,False,errors/EXP-P1-DET-006/false_positive/RT_AL_05_14488639_002.jpg
RT_AL_05_14491963_001,RT_AL_05_14491963.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14491963_001.jpg
RT_AL_05_14491968_001,RT_AL_05_14491968.jpg,localization_error,slag_inclusion,Large,slag_inclusion,0.440061,0.03083995,True,False,errors/EXP-P1-DET-006/localization_error/RT_AL_05_14491968_001.jpg
RT_AL_05_14491968_002,RT_AL_05_14491968.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14491968_002.jpg
RT_AL_05_14492092_001,RT_AL_05_14492092.jpg,false_positive,,,porosity,0.272919,0.00111002,False,False,errors/EXP-P1-DET-006/false_positive/RT_AL_05_14492092_001.jpg
RT_AL_05_14492092_002,RT_AL_05_14492092.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492092_002.jpg
RT_AL_05_14492118_001,RT_AL_05_14492118.jpg,false_positive,,,slag_inclusion,0.607675,0.02214876,False,False,errors/EXP-P1-DET-006/false_positive/RT_AL_05_14492118_001.jpg
RT_AL_05_14492118_002,RT_AL_05_14492118.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492118_002.jpg
RT_AL_05_14492118_003,RT_AL_05_14492118.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492118_003.jpg
RT_AL_05_14492118_004,RT_AL_05_14492118.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492118_004.jpg
RT_AL_05_14492254_001,RT_AL_05_14492254.jpg,localization_error,slag_inclusion,Medium,slag_inclusion,0.485457,0.01099159,False,False,errors/EXP-P1-DET-006/localization_error/RT_AL_05_14492254_001.jpg
RT_AL_05_14492254_002,RT_AL_05_14492254.jpg,false_positive,,,slag_inclusion,0.251315,0.00846469,False,False,errors/EXP-P1-DET-006/false_positive/RT_AL_05_14492254_002.jpg
RT_AL_05_14492256_001,RT_AL_05_14492256.jpg,false_positive,,,slag_inclusion,0.466333,0.00886933,False,True,errors/EXP-P1-DET-006/false_positive/RT_AL_05_14492256_001.jpg
RT_AL_05_14492256_002,RT_AL_05_14492256.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492256_002.jpg
RT_AL_05_14492383_001,RT_AL_05_14492383.jpg,localization_error,slag_inclusion,Medium,slag_inclusion,0.347151,0.00388126,False,False,errors/EXP-P1-DET-006/localization_error/RT_AL_05_14492383_001.jpg
RT_AL_05_14492383_002,RT_AL_05_14492383.jpg,false_positive,,,slag_inclusion,0.319603,0.00378107,False,False,errors/EXP-P1-DET-006/false_positive/RT_AL_05_14492383_002.jpg
RT_AL_05_14492395_001,RT_AL_05_14492395.jpg,localization_error,slag_inclusion,Medium,slag_inclusion,0.386413,0.01077481,False,False,errors/EXP-P1-DET-006/localization_error/RT_AL_05_14492395_001.jpg
RT_AL_05_14492395_002,RT_AL_05_14492395.jpg,false_positive,,,slag_inclusion,0.443697,0.02087947,True,False,errors/EXP-P1-DET-006/false_positive/RT_AL_05_14492395_002.jpg
RT_AL_05_14492395_003,RT_AL_05_14492395.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492395_003.jpg
RT_AL_05_14492419_001,RT_AL_05_14492419.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492419_001.jpg
RT_AL_05_14492419_002,RT_AL_05_14492419.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492419_002.jpg
RT_AL_05_14492419_003,RT_AL_05_14492419.jpg,false_negative,slag_inclusion,Small,,,,True,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492419_003.jpg
RT_AL_05_14492527_001,RT_AL_05_14492527.jpg,false_positive,,,slag_inclusion,0.322784,0.03737988,True,False,errors/EXP-P1-DET-006/false_positive/RT_AL_05_14492527_001.jpg
RT_AL_05_14492527_002,RT_AL_05_14492527.jpg,false_positive,,,slag_inclusion,0.261362,0.03624174,False,True,errors/EXP-P1-DET-006/false_positive/RT_AL_05_14492527_002.jpg
RT_AL_05_14492681_001,RT_AL_05_14492681.jpg,false_positive,,,slag_inclusion,0.288099,0.00662128,False,True,errors/EXP-P1-DET-006/false_positive/RT_AL_05_14492681_001.jpg
RT_AL_05_14492741_001,RT_AL_05_14492741.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492741_001.jpg
RT_AL_05_14492741_002,RT_AL_05_14492741.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492741_002.jpg
RT_AL_05_14492773_001,RT_AL_05_14492773.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492773_001.jpg
RT_AL_05_14492773_002,RT_AL_05_14492773.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492773_002.jpg
RT_AL_05_14492845_001,RT_AL_05_14492845.jpg,false_positive,,,slag_inclusion,0.336913,0.01809301,False,True,errors/EXP-P1-DET-006/false_positive/RT_AL_05_14492845_001.jpg
RT_AL_05_14492845_002,RT_AL_05_14492845.jpg,false_positive,,,slag_inclusion,0.257344,0.01930637,False,True,errors/EXP-P1-DET-006/false_positive/RT_AL_05_14492845_002.jpg
RT_AL_05_14492845_003,RT_AL_05_14492845.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492845_003.jpg
RT_AL_05_14492845_004,RT_AL_05_14492845.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14492845_004.jpg
RT_AL_05_14492954_001,RT_AL_05_14492954.jpg,false_positive,,,slag_inclusion,0.252468,0.02085144,False,True,errors/EXP-P1-DET-006/false_positive/RT_AL_05_14492954_001.jpg
RT_AL_05_14493074_001,RT_AL_05_14493074.jpg,false_negative,slag_inclusion,Large,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14493074_001.jpg
RT_AL_05_14493390_001,RT_AL_05_14493390.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-006/false_negative/RT_AL_05_14493390_001.jpg
