case_id,image_name,error_type,gt_class,gt_size_bucket,pred_class,confidence,box_area_ratio,near_edge,duplicate_of_tp,case_image_path
RT_AL_02_14488786_001,RT_AL_02_14488786.jpg,false_positive,,,slag_inclusion,0.336849,0.02863360,False,False,errors/EXP-P1-DET-003/false_positive/RT_AL_02_14488786_001.jpg
RT_AL_02_14488786_002,RT_AL_02_14488786.jpg,false_positive,,,slag_inclusion,0.335486,0.02927607,False,False,errors/EXP-P1-DET-003/false_positive/RT_AL_02_14488786_002.jpg
RT_AL_02_14488786_003,RT_AL_02_14488786.jpg,false_negative,porosity,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14488786_003.jpg
RT_AL_02_14488902_001,RT_AL_02_14488902.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14488902_001.jpg
RT_AL_02_14488902_002,RT_AL_02_14488902.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14488902_002.jpg
RT_AL_02_14488902_003,RT_AL_02_14488902.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14488902_003.jpg
RT_AL_02_14488902_004,RT_AL_02_14488902.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14488902_004.jpg
RT_AL_02_14489318_001,RT_AL_02_14489318.jpg,false_positive,,,slag_inclusion,0.266601,0.01423243,False,False,errors/EXP-P1-DET-003/false_positive/RT_AL_02_14489318_001.jpg
RT_AL_02_14489318_002,RT_AL_02_14489318.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14489318_002.jpg
RT_AL_02_14489419_001,RT_AL_02_14489419.jpg,false_negative,porosity,Small,,,,True,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14489419_001.jpg
RT_AL_02_14489419_002,RT_AL_02_14489419.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14489419_002.jpg
RT_AL_02_14489419_003,RT_AL_02_14489419.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14489419_003.jpg
RT_AL_02_14489609_001,RT_AL_02_14489609.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14489609_001.jpg
RT_AL_02_14489712_001,RT_AL_02_14489712.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14489712_001.jpg
RT_AL_02_14489712_002,RT_AL_02_14489712.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14489712_002.jpg
RT_AL_02_14489712_003,RT_AL_02_14489712.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14489712_003.jpg
RT_AL_02_14489712_004,RT_AL_02_14489712.jpg,false_negative,porosity,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14489712_004.jpg
RT_AL_02_14489836_001,RT_AL_02_14489836.jpg,false_negative,porosity,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14489836_001.jpg
RT_AL_02_14490188_001,RT_AL_02_14490188.jpg,false_negative,porosity,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_02_14490188_001.jpg
RT_AL_05_14488931_001,RT_AL_05_14488931.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14488931_001.jpg
RT_AL_05_14489913_001,RT_AL_05_14489913.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14489913_001.jpg
RT_AL_05_14491968_001,RT_AL_05_14491968.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14491968_001.jpg
RT_AL_05_14491968_002,RT_AL_05_14491968.jpg,false_negative,slag_inclusion,Large,,,,True,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14491968_002.jpg
RT_AL_05_14492199_001,RT_AL_05_14492199.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14492199_001.jpg
RT_AL_05_14492380_001,RT_AL_05_14492380.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14492380_001.jpg
RT_AL_05_14492493_001,RT_AL_05_14492493.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14492493_001.jpg
RT_AL_05_14492493_002,RT_AL_05_14492493.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14492493_002.jpg
RT_AL_05_14492576_001,RT_AL_05_14492576.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14492576_001.jpg
RT_AL_05_14492576_002,RT_AL_05_14492576.jpg,false_negative,slag_inclusion,Medium,,,,True,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14492576_002.jpg
RT_AL_05_14492632_001,RT_AL_05_14492632.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14492632_001.jpg
RT_AL_05_14492741_001,RT_AL_05_14492741.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14492741_001.jpg
RT_AL_05_14492741_002,RT_AL_05_14492741.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14492741_002.jpg
RT_AL_05_14492741_003,RT_AL_05_14492741.jpg,false_negative,slag_inclusion,Small,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14492741_003.jpg
RT_AL_05_14492745_001,RT_AL_05_14492745.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14492745_001.jpg
RT_AL_05_14492843_001,RT_AL_05_14492843.jpg,false_negative,slag_inclusion,Medium,,,,True,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14492843_001.jpg
RT_AL_05_14493100_001,RT_AL_05_14493100.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14493100_001.jpg
RT_AL_05_14493244_001,RT_AL_05_14493244.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14493244_001.jpg
RT_AL_05_14493244_002,RT_AL_05_14493244.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14493244_002.jpg
RT_AL_05_14493244_003,RT_AL_05_14493244.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14493244_003.jpg
RT_AL_05_14493244_004,RT_AL_05_14493244.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14493244_004.jpg
RT_AL_05_14493264_001,RT_AL_05_14493264.jpg,false_positive,,,slag_inclusion,0.536132,0.01661942,False,True,errors/EXP-P1-DET-003/false_positive/RT_AL_05_14493264_001.jpg
RT_AL_05_14493380_001,RT_AL_05_14493380.jpg,false_negative,slag_inclusion,Medium,,,,False,False,errors/EXP-P1-DET-003/false_negative/RT_AL_05_14493380_001.jpg
