image_name,annotation_index,class_name,class_id,x_min,y_min,x_max,y_max,box_width,box_height,image_width,image_height
RT_AL_02_14488683,1,porosity,3,105,352,121,400,16,48,1280,720
RT_AL_02_14488690,0,porosity,3,765,241,845,328,80,87,1280,720
RT_AL_02_14488690,1,porosity,3,559,323,711,397,152,74,1280,720
RT_AL_02_14488690,2,porosity,3,134,205,203,277,69,72,1280,720
RT_AL_02_14488705,0,porosity,3,608,339,652,381,44,42,1280,720
RT_AL_02_14488733,0,porosity,3,608,332,666,362,58,30,1280,720
RT_AL_02_14488733,1,porosity,3,1206,297,1231,313,25,16,1280,720
RT_AL_02_14488786,0,porosity,3,538,327,700,398,162,71,1280,720
RT_AL_02_14488813,0,porosity,3,622,356,644,367,22,11,1280,720
RT_AL_02_14488847,0,porosity,3,585,328,689,509,104,181,1280,720
RT_AL_02_14488854,0,porosity,3,585,316,679,396,94,80,1280,720
RT_AL_02_14488878,0,porosity,3,1129,344,1252,427,123,83,1280,720
RT_AL_02_14488878,1,porosity,3,594,316,679,379,85,63,1280,720
RT_AL_02_14488878,2,porosity,3,38,330,206,434,168,104,1280,720
RT_AL_02_14488902,0,porosity,3,406,108,429,153,23,45,1280,720
RT_AL_02_14488902,1,porosity,3,535,210,563,233,28,23,1280,720
RT_AL_02_14488902,2,porosity,3,620,109,642,128,22,19,1280,720
RT_AL_02_14488902,3,porosity,3,682,348,703,380,21,32,1280,720
RT_AL_02_14488967,0,porosity,3,156,314,261,372,105,58,1280,720
RT_AL_02_14488967,1,porosity,3,567,314,730,384,163,70,1280,720
RT_AL_02_14488984,0,porosity,3,571,272,737,357,166,85,1280,720
RT_AL_02_14488984,1,porosity,3,260,300,366,412,106,112,1280,720
RT_AL_02_14488984,2,porosity,3,124,327,236,386,112,59,1280,720
RT_AL_02_14489005,0,porosity,3,316,327,400,386,84,59,1280,720
RT_AL_02_14489044,0,porosity,3,1088,109,1117,155,29,46,1280,720
RT_AL_02_14489044,1,porosity,3,241,180,276,206,35,26,1280,720
RT_AL_02_14489044,2,porosity,3,92,503,109,531,17,28,1280,720
RT_AL_02_14489051,0,porosity,3,623,342,655,377,32,35,1280,720
RT_AL_02_14489051,1,porosity,3,1149,375,1173,404,24,29,1280,720
RT_AL_02_14489051,2,porosity,3,250,594,276,628,26,34,1280,720
RT_AL_02_14489072,0,porosity,3,611,323,675,391,64,68,1280,720
RT_AL_02_14489115,0,porosity,3,215,317,327,413,112,96,1280,720
RT_AL_02_14489115,1,porosity,3,583,281,699,425,116,144,1280,720
RT_AL_02_14489115,2,porosity,3,1023,365,1103,453,80,88,1280,720
RT_AL_02_14489115,3,porosity,3,1171,357,1255,449,84,92,1280,720
RT_AL_02_14489156,0,porosity,3,591,322,676,407,85,85,1280,720
RT_AL_02_14489158,0,porosity,3,1070,332,1124,377,54,45,1280,720
RT_AL_02_14489158,1,porosity,3,473,230,517,271,44,41,1280,720
RT_AL_02_14489171,0,porosity,3,581,315,690,416,109,101,1280,720
RT_AL_02_14489171,1,porosity,3,279,82,352,188,73,106,1280,720
RT_AL_02_14489175,0,porosity,3,583,302,684,404,101,102,1280,720
RT_AL_02_14489182,0,porosity,3,607,301,716,369,109,68,1280,720
RT_AL_02_14489189,0,porosity,3,1115,331,1176,372,61,41,1280,720
RT_AL_02_14489189,1,porosity,3,1121,384,1189,422,68,38,1280,720
RT_AL_02_14489189,2,porosity,3,1045,315,1103,352,58,37,1280,720
RT_AL_02_14489189,3,porosity,3,978,318,997,337,19,19,1280,720
RT_AL_02_14489189,4,porosity,3,973,341,998,367,25,26,1280,720
RT_AL_02_14489189,5,porosity,3,947,333,969,353,22,20,1280,720
RT_AL_02_14489189,6,porosity,3,867,335,899,360,32,25,1280,720
RT_AL_02_14489189,7,porosity,3,845,328,861,355,16,27,1280,720
RT_AL_02_14489189,8,porosity,3,756,338,785,360,29,22,1280,720
RT_AL_02_14489189,9,porosity,3,719,341,736,362,17,21,1280,720
RT_AL_02_14489189,10,porosity,3,624,341,648,371,24,30,1280,720
RT_AL_02_14489189,11,porosity,3,629,380,660,397,31,17,1280,720
RT_AL_02_14489189,12,porosity,3,568,351,586,371,18,20,1280,720
RT_AL_02_14489189,13,porosity,3,446,332,487,380,41,48,1280,720
RT_AL_02_14489189,14,porosity,3,387,343,431,375,44,32,1280,720
RT_AL_02_14489189,15,porosity,3,296,324,338,356,42,32,1280,720
RT_AL_02_14489189,16,porosity,3,339,345,353,359,14,14,1280,720
RT_AL_02_14489189,17,porosity,3,302,309,326,322,24,13,1280,720
RT_AL_02_14489189,18,porosity,3,173,314,222,344,49,30,1280,720
RT_AL_02_14489189,19,porosity,3,123,324,150,359,27,35,1280,720
RT_AL_02_14489189,20,porosity,3,161,359,193,382,32,23,1280,720
RT_AL_02_14489189,21,porosity,3,28,376,69,420,41,44,1280,720
RT_AL_02_14489189,22,porosity,3,0,320,32,346,32,26,1280,720
RT_AL_02_14489189,23,porosity,3,32,312,65,344,33,32,1280,720
RT_AL_02_14489193,0,porosity,3,1019,519,1068,587,49,68,1280,720
RT_AL_02_14489193,1,porosity,3,633,334,673,353,40,19,1280,720
RT_AL_02_14489225,0,porosity,3,1111,375,1170,435,59,60,1280,720
RT_AL_02_14489225,1,porosity,3,1027,360,1083,407,56,47,1280,720
RT_AL_02_14489225,2,porosity,3,830,383,903,420,73,37,1280,720
RT_AL_02_14489225,3,porosity,3,763,379,793,411,30,32,1280,720
RT_AL_02_14489225,4,porosity,3,605,345,669,378,64,33,1280,720
RT_AL_02_14489225,5,porosity,3,323,354,460,401,137,47,1280,720
RT_AL_02_14489225,6,porosity,3,150,372,202,412,52,40,1280,720
RT_AL_02_14489225,7,porosity,3,223,361,262,393,39,32,1280,720
RT_AL_02_14489237,0,porosity,3,272,358,300,373,28,15,1280,720
RT_AL_02_14489251,0,porosity,3,511,333,710,394,199,61,1280,720
RT_AL_02_14489312,0,porosity,3,547,335,569,365,22,30,1280,720
RT_AL_02_14489318,0,porosity,3,556,330,671,384,115,54,1280,720
RT_AL_02_14489340,0,porosity,3,572,290,682,413,110,123,1280,720
RT_AL_02_14489419,0,porosity,3,1225,530,1243,546,18,16,1280,720
RT_AL_02_14489419,1,porosity,3,631,344,655,372,24,28,1280,720
RT_AL_02_14489419,2,porosity,3,248,617,281,652,33,35,1280,720
RT_AL_02_14489453,0,porosity,3,640,347,658,362,18,15,1280,720
RT_AL_02_14489465,0,porosity,3,582,317,686,405,104,88,1280,720
RT_AL_02_14489518,0,porosity,3,635,347,649,366,14,19,1280,720
RT_AL_02_14489518,1,porosity,3,406,438,427,474,21,36,1280,720
RT_AL_02_14489518,2,porosity,3,377,432,402,461,25,29,1280,720
RT_AL_02_14489534,0,porosity,3,525,310,751,451,226,141,1280,720
RT_AL_02_14489597,0,porosity,3,613,354,642,377,29,23,1280,720
RT_AL_02_14489609,0,porosity,3,608,330,693,381,85,51,1280,720
RT_AL_02_14489610,0,porosity,3,697,310,767,380,70,70,1280,720
RT_AL_02_14489610,1,porosity,3,609,326,673,374,64,48,1280,720
RT_AL_02_14489610,2,porosity,3,299,270,394,353,95,83,1280,720
RT_AL_02_14489610,3,porosity,3,68,291,142,363,74,72,1280,720
RT_AL_02_14489612,0,porosity,3,580,316,656,394,76,78,1280,720
RT_AL_02_14489648,0,porosity,3,9,292,51,321,42,29,1280,720
RT_AL_02_14489648,1,porosity,3,55,287,89,317,34,30,1280,720
RT_AL_02_14489648,2,porosity,3,98,266,148,308,50,42,1280,720
RT_AL_02_14489648,3,porosity,3,158,268,203,292,45,24,1280,720
RT_AL_02_14489648,4,porosity,3,365,257,445,327,80,70,1280,720
RT_AL_02_14489648,5,porosity,3,569,315,624,371,55,56,1280,720
RT_AL_02_14489648,6,porosity,3,622,332,692,389,70,57,1280,720
RT_AL_02_14489648,7,porosity,3,707,354,754,391,47,37,1280,720
RT_AL_02_14489648,8,porosity,3,795,319,873,389,78,70,1280,720
RT_AL_02_14489648,9,porosity,3,1158,313,1211,350,53,37,1280,720
RT_AL_02_14489648,10,porosity,3,1210,334,1262,371,52,37,1280,720
RT_AL_02_14489691,0,porosity,3,570,308,705,415,135,107,1280,720
RT_AL_02_14489691,1,porosity,3,1071,391,1134,424,63,33,1280,720
RT_AL_02_14489712,0,porosity,3,958,282,989,318,31,36,1280,720
RT_AL_02_14489712,1,porosity,3,1070,214,1102,248,32,34,1280,720
RT_AL_02_14489712,2,porosity,3,551,435,600,496,49,61,1280,720
RT_AL_02_14489712,3,porosity,3,716,354,757,386,41,32,1280,720
RT_AL_02_14489798,0,porosity,3,441,357,465,374,24,17,1280,720
RT_AL_02_14489798,1,porosity,3,657,413,668,427,11,14,1280,720
RT_AL_02_14489836,0,porosity,3,581,294,698,379,117,85,1280,720
RT_AL_02_14489881,0,porosity,3,623,351,645,362,22,11,1280,720
RT_AL_02_14489886,0,porosity,3,411,324,484,387,73,63,1280,720
RT_AL_02_14489897,0,porosity,3,626,348,641,376,15,28,1280,720
RT_AL_02_14489951,0,porosity,3,586,285,805,453,219,168,1280,720
RT_AL_02_14489951,1,porosity,3,424,137,643,371,219,234,1280,720
RT_AL_02_14489952,0,porosity,3,897,391,929,410,32,19,1280,720
RT_AL_02_14489952,1,porosity,3,604,320,668,379,64,59,1280,720
RT_AL_02_14490003,0,porosity,3,618,332,662,380,44,48,1280,720
RT_AL_02_14490003,1,porosity,3,550,316,594,364,44,48,1280,720
RT_AL_02_14490003,2,porosity,3,482,316,518,360,36,44,1280,720
RT_AL_02_14490003,3,porosity,3,418,312,466,352,48,40,1280,720
RT_AL_02_14490016,0,porosity,3,516,400,545,432,29,32,1280,720
RT_AL_02_14490016,1,porosity,3,539,367,570,400,31,33,1280,720
RT_AL_02_14490016,2,porosity,3,612,382,633,404,21,22,1280,720
RT_AL_02_14490016,3,porosity,3,619,336,661,376,42,40,1280,720
RT_AL_02_14490016,4,porosity,3,568,341,598,371,30,30,1280,720
RT_AL_02_14490016,5,porosity,3,325,266,349,287,24,21,1280,720
RT_AL_02_14490016,6,porosity,3,367,290,431,321,64,31,1280,720
RT_AL_02_14490016,7,porosity,3,331,109,353,128,22,19,1280,720
RT_AL_02_14490016,8,porosity,3,306,53,364,107,58,54,1280,720
RT_AL_02_14490016,9,porosity,3,534,88,561,110,27,22,1280,720
RT_AL_02_14490016,10,porosity,3,736,458,756,482,20,24,1280,720
RT_AL_02_14490016,11,porosity,3,1003,106,1020,125,17,19,1280,720
RT_AL_02_14490016,12,porosity,3,1164,107,1191,133,27,26,1280,720
RT_AL_02_14490016,13,porosity,3,1040,276,1067,306,27,30,1280,720
RT_AL_02_14490016,14,porosity,3,1065,120,1086,140,21,20,1280,720
RT_AL_02_14490016,15,porosity,3,1004,132,1024,156,20,24,1280,720
RT_AL_02_14490016,16,porosity,3,807,81,841,119,34,38,1280,720
RT_AL_02_14490020,0,porosity,3,1022,315,1054,354,32,39,1280,720
RT_AL_02_14490020,1,porosity,3,785,346,803,381,18,35,1280,720
RT_AL_02_14490057,0,porosity,3,592,322,688,414,96,92,1280,720
RT_AL_02_14490110,0,porosity,3,329,344,354,372,25,28,1280,720
RT_AL_02_14490120,0,porosity,3,607,322,652,376,45,54,1280,720
RT_AL_02_14490143,0,porosity,3,608,323,687,378,79,55,1280,720
RT_AL_02_14490151,0,porosity,3,564,343,700,382,136,39,1280,720
RT_AL_02_14490151,1,porosity,3,589,400,673,457,84,57,1280,720
RT_AL_02_14490164,0,porosity,3,593,303,707,418,114,115,1280,720
RT_AL_02_14490170,0,porosity,3,595,312,654,385,59,73,1280,720
RT_AL_02_14490170,1,porosity,3,685,317,700,344,15,27,1280,720
RT_AL_02_14490170,2,porosity,3,882,354,963,407,81,53,1280,720
RT_AL_02_14490170,3,porosity,3,494,454,510,469,16,15,1280,720
RT_AL_02_14490170,4,porosity,3,461,449,487,477,26,28,1280,720
RT_AL_02_14490170,5,porosity,3,269,326,288,342,19,16,1280,720
RT_AL_02_14490188,0,porosity,3,578,300,726,373,148,73,1280,720
RT_AL_02_14490193,0,porosity,3,496,353,517,370,21,17,1280,720
RT_AL_02_14490217,0,porosity,3,632,347,650,377,18,30,1280,720
RT_AL_02_14490217,1,porosity,3,1054,453,1085,470,31,17,1280,720
RT_AL_02_14490217,2,porosity,3,537,336,559,355,22,19,1280,720
RT_AL_02_14490238,0,porosity,3,926,141,975,201,49,60,1280,720
RT_AL_02_14490238,1,porosity,3,924,369,983,410,59,41,1280,720
RT_AL_05_14488170,0,slag_inclusion,4,539,326,735,383,196,57,1280,720
RT_AL_05_14488931,0,slag_inclusion,4,411,292,740,396,329,104,1280,720
RT_AL_05_14489809,0,slag_inclusion,4,586,283,703,423,117,140,1280,720
RT_AL_05_14489809,1,slag_inclusion,4,1008,365,1122,532,114,167,1280,720
RT_AL_05_14489809,2,slag_inclusion,4,128,260,243,385,115,125,1280,720
RT_AL_05_14489809,3,slag_inclusion,4,329,147,403,182,74,35,1280,720
RT_AL_05_14489815,0,slag_inclusion,4,587,330,720,385,133,55,1280,720
RT_AL_05_14489913,0,slag_inclusion,4,600,326,672,371,72,45,1280,720
RT_AL_05_14490949,0,slag_inclusion,4,602,342,711,378,109,36,1280,720
RT_AL_05_14491963,0,slag_inclusion,4,553,273,733,449,180,176,1280,720
RT_AL_05_14491964,0,slag_inclusion,4,606,329,666,389,60,60,1280,720
RT_AL_05_14491964,1,slag_inclusion,4,726,585,790,649,64,64,1280,720
RT_AL_05_14491965,0,slag_inclusion,4,962,376,1027,456,65,80,1280,720
RT_AL_05_14491965,1,slag_inclusion,4,594,312,677,388,83,76,1280,720
RT_AL_05_14491965,2,slag_inclusion,4,428,308,506,388,78,80,1280,720
RT_AL_05_14491965,3,slag_inclusion,4,240,336,323,400,83,64,1280,720
RT_AL_05_14491968,0,slag_inclusion,4,909,101,1045,281,136,180,1280,720
RT_AL_05_14491968,1,slag_inclusion,4,53,297,1093,409,1040,112,1280,720
RT_AL_05_14491979,0,slag_inclusion,4,538,334,752,378,214,44,1280,720
RT_AL_05_14491981,0,slag_inclusion,4,618,348,650,376,32,28,1280,720
RT_AL_05_14491981,1,slag_inclusion,4,274,264,338,356,64,92,1280,720
RT_AL_05_14491986,0,slag_inclusion,4,594,326,682,406,88,80,1280,720
RT_AL_05_14491986,1,slag_inclusion,4,466,286,546,382,80,96,1280,720
RT_AL_05_14492002,0,slag_inclusion,4,564,306,708,414,144,108,1280,720
RT_AL_05_14492008,0,slag_inclusion,4,592,292,696,404,104,112,1280,720
RT_AL_05_14492008,1,slag_inclusion,4,1108,360,1216,480,108,120,1280,720
RT_AL_05_14492008,2,slag_inclusion,4,140,240,252,392,112,152,1280,720
RT_AL_05_14492028,0,slag_inclusion,4,173,336,237,416,64,80,1280,720
RT_AL_05_14492028,1,slag_inclusion,4,613,312,673,404,60,92,1280,720
RT_AL_05_14492028,2,slag_inclusion,4,1137,232,1189,292,52,60,1280,720
RT_AL_05_14492028,3,slag_inclusion,4,725,208,853,260,128,52,1280,720
RT_AL_05_14492118,0,slag_inclusion,4,83,267,147,339,64,72,1280,720
RT_AL_05_14492118,1,slag_inclusion,4,87,387,207,495,120,108,1280,720
RT_AL_05_14492118,2,slag_inclusion,4,595,315,727,415,132,100,1280,720
RT_AL_05_14492118,3,slag_inclusion,4,991,227,1095,311,104,84,1280,720
RT_AL_05_14492130,0,slag_inclusion,4,590,278,674,450,84,172,1280,720
RT_AL_05_14492130,1,slag_inclusion,4,282,390,426,490,144,100,1280,720
RT_AL_05_14492130,2,slag_inclusion,4,26,294,122,390,96,96,1280,720
RT_AL_05_14492130,3,slag_inclusion,4,578,126,610,158,32,32,1280,720
RT_AL_05_14492130,4,slag_inclusion,4,942,158,982,190,40,32,1280,720
RT_AL_05_14492133,0,slag_inclusion,4,965,437,1109,541,144,104,1280,720
RT_AL_05_14492133,1,slag_inclusion,4,569,317,701,397,132,80,1280,720
RT_AL_05_14492133,2,slag_inclusion,4,89,221,217,325,128,104,1280,720
RT_AL_05_14492133,3,slag_inclusion,4,113,417,393,561,280,144,1280,720
RT_AL_05_14492141,0,slag_inclusion,4,608,316,672,404,64,88,1280,720
RT_AL_05_14492141,1,slag_inclusion,4,92,380,212,504,120,124,1280,720
RT_AL_05_14492160,0,slag_inclusion,4,506,314,726,442,220,128,1280,720
RT_AL_05_14492165,0,slag_inclusion,4,592,304,684,412,92,108,1280,720
RT_AL_05_14492170,0,slag_inclusion,4,607,329,671,389,64,60,1280,720
RT_AL_05_14492178,0,slag_inclusion,4,1002,318,1134,374,132,56,1280,720
RT_AL_05_14492178,1,slag_inclusion,4,550,314,726,394,176,80,1280,720
RT_AL_05_14492178,2,slag_inclusion,4,222,306,562,394,340,88,1280,720
RT_AL_05_14492178,3,slag_inclusion,4,10,310,118,398,108,88,1280,720
RT_AL_05_14492184,0,slag_inclusion,4,525,284,741,416,216,132,1280,720
RT_AL_05_14492191,0,slag_inclusion,4,558,267,730,447,172,180,1280,720
RT_AL_05_14492199,0,slag_inclusion,4,587,290,679,402,92,112,1280,720
RT_AL_05_14492199,1,slag_inclusion,4,175,286,307,418,132,132,1280,720
RT_AL_05_14492223,0,slag_inclusion,4,1170,320,1258,372,88,52,1280,720
RT_AL_05_14492223,1,slag_inclusion,4,922,316,986,380,64,64,1280,720
RT_AL_05_14492223,2,slag_inclusion,4,602,332,654,392,52,60,1280,720
RT_AL_05_14492223,3,slag_inclusion,4,394,324,454,372,60,48,1280,720
RT_AL_05_14492223,4,slag_inclusion,4,310,332,358,372,48,40,1280,720
RT_AL_05_14492250,0,slag_inclusion,4,619,326,667,382,48,56,1280,720
RT_AL_05_14492250,1,slag_inclusion,4,267,310,431,394,164,84,1280,720
RT_AL_05_14492256,0,slag_inclusion,4,892,347,988,491,96,144,1280,720
RT_AL_05_14492256,1,slag_inclusion,4,592,311,692,407,100,96,1280,720
RT_AL_05_14492256,2,slag_inclusion,4,216,319,300,431,84,112,1280,720
RT_AL_05_14492260,0,slag_inclusion,4,549,279,729,435,180,156,1280,720
RT_AL_05_14492277,0,slag_inclusion,4,286,281,402,461,116,180,1280,720
RT_AL_05_14492277,1,slag_inclusion,4,58,253,154,325,96,72,1280,720
RT_AL_05_14492280,0,slag_inclusion,4,569,302,689,414,120,112,1280,720
RT_AL_05_14492285,0,slag_inclusion,4,328,250,428,402,100,152,1280,720
RT_AL_05_14492285,1,slag_inclusion,4,584,302,688,418,104,116,1280,720
RT_AL_05_14492285,2,slag_inclusion,4,1052,318,1160,402,108,84,1280,720
RT_AL_05_14492310,0,slag_inclusion,4,558,313,750,413,192,100,1280,720
RT_AL_05_14492310,1,slag_inclusion,4,146,293,258,393,112,100,1280,720
RT_AL_05_14492310,2,slag_inclusion,4,26,237,106,333,80,96,1280,720
RT_AL_05_14492353,0,slag_inclusion,4,608,327,672,391,64,64,1280,720
RT_AL_05_14492353,1,slag_inclusion,4,404,359,452,423,48,64,1280,720
RT_AL_05_14492353,2,slag_inclusion,4,232,403,356,491,124,88,1280,720
RT_AL_05_14492380,0,slag_inclusion,4,560,272,732,448,172,176,1280,720
RT_AL_05_14492389,0,slag_inclusion,4,561,322,713,394,152,72,1280,720
RT_AL_05_14492389,1,slag_inclusion,4,853,306,913,374,60,68,1280,720
RT_AL_05_14492389,2,slag_inclusion,4,973,278,1177,366,204,88,1280,720
RT_AL_05_14492395,0,slag_inclusion,4,653,310,927,418,274,108,1280,720
RT_AL_05_14492395,1,slag_inclusion,4,334,270,524,382,190,112,1280,720
RT_AL_05_14492419,0,slag_inclusion,4,575,320,703,388,128,68,1280,720
RT_AL_05_14492419,1,slag_inclusion,4,195,404,311,464,116,60,1280,720
RT_AL_05_14492419,2,slag_inclusion,4,63,400,155,440,92,40,1280,720
RT_AL_05_14492425,0,slag_inclusion,4,1069,399,1165,455,96,56,1280,720
RT_AL_05_14492425,1,slag_inclusion,4,593,343,677,391,84,48,1280,720
RT_AL_05_14492425,2,slag_inclusion,4,217,195,277,255,60,60,1280,720
RT_AL_05_14492425,3,slag_inclusion,4,281,111,345,163,64,52,1280,720
RT_AL_05_14492428,0,slag_inclusion,4,564,291,692,511,128,220,1280,720
RT_AL_05_14492428,1,slag_inclusion,4,428,271,540,507,112,236,1280,720
RT_AL_05_14492472,0,slag_inclusion,4,1007,248,1199,400,192,152,1280,720
RT_AL_05_14492472,1,slag_inclusion,4,771,288,943,436,172,148,1280,720
RT_AL_05_14492472,2,slag_inclusion,4,567,280,727,424,160,144,1280,720
RT_AL_05_14492472,3,slag_inclusion,4,207,304,419,464,212,160,1280,720
RT_AL_05_14492493,0,slag_inclusion,4,1090,332,1192,396,102,64,1280,720
RT_AL_05_14492493,1,slag_inclusion,4,937,384,1030,444,93,60,1280,720
RT_AL_05_14492493,2,slag_inclusion,4,701,288,775,416,74,128,1280,720
RT_AL_05_14492493,3,slag_inclusion,4,109,296,206,364,97,68,1280,720
RT_AL_05_14492493,4,slag_inclusion,4,933,304,970,332,37,28,1280,720
RT_AL_05_14492527,0,slag_inclusion,4,195,296,379,476,184,180,1280,720
RT_AL_05_14492527,1,slag_inclusion,4,555,292,699,412,144,120,1280,720
RT_AL_05_14492527,2,slag_inclusion,4,771,308,963,436,192,128,1280,720
RT_AL_05_14492547,0,slag_inclusion,4,1051,164,1245,296,194,132,1280,720
RT_AL_05_14492547,1,slag_inclusion,4,644,328,736,400,92,72,1280,720
RT_AL_05_14492547,2,slag_inclusion,4,71,376,237,468,166,92,1280,720
RT_AL_05_14492576,0,slag_inclusion,4,448,312,856,404,408,92,1280,720
RT_AL_05_14492576,1,slag_inclusion,4,424,28,752,76,328,48,1280,720
RT_AL_05_14492603,0,slag_inclusion,4,456,308,796,404,340,96,1280,720
RT_AL_05_14492608,0,slag_inclusion,4,414,260,1016,432,602,172,1280,720
RT_AL_05_14492632,0,slag_inclusion,4,456,306,824,426,368,120,1280,720
RT_AL_05_14492647,0,slag_inclusion,4,525,314,789,398,264,84,1280,720
RT_AL_05_14492668,0,slag_inclusion,4,340,332,388,392,48,60,1280,720
